user_id,funnel_steps
1001,collect_contact_info
1001,started_navigator
1002,application_submit
1002,collect_contact_info
1002,phone_connect
1002,sign_and_exam
1002,started_navigator
1002,viewed_quotes
1003,started_navigator
1004,started_navigator
1005,started_navigator
1006,started_navigator
1007,collect_contact_info
1007,started_navigator
1007,viewed_quotes
1008,started_navigator
1009,application_submit
1009,collect_contact_info
1009,phone_connect
1009,sign_and_exam
1009,started_navigator
1009,viewed_quotes
1010,collect_contact_info
1010,started_navigator
1011,collect_contact_info
1011,started_navigator
1011,viewed_quotes
1012,started_navigator
1013,collect_contact_info
1013,started_navigator
1014,collect_contact_info
1014,started_navigator
1014,viewed_quotes
1015,application_submit
1015,collect_contact_info
1015,started_navigator
1015,viewed_quotes
1016,application_submit
1016,collect_contact_info
1016,phone_connect
1016,started_navigator
1016,viewed_quotes
1017,collect_contact_info
1017,started_navigator
1018,collect_contact_info
1018,started_navigator
1018,viewed_quotes
1019,started_navigator
1020,collect_contact_info
1020,started_navigator
1021,application_submit
1021,collect_contact_info
1021,phone_connect
1021,started_navigator
1021,viewed_quotes
1022,collect_contact_info
1022,started_navigator
1022,viewed_quotes
1023,application_submit
1023,collect_contact_info
1023,phone_connect
1023,started_navigator
1023,viewed_quotes
1024,collect_contact_info
1024,started_navigator
1025,application_submit
1025,collect_contact_info
1025,started_navigator
1025,viewed_quotes
1026,collect_contact_info
1026,started_navigator
1027,collect_contact_info
1027,started_navigator
1027,viewed_quotes
1028,application_submit
1028,collect_contact_info
1028,phone_connect
1028,sign_and_exam
1028,started_navigator
1028,viewed_quotes
1029,started_navigator
1030,application_submit
1030,collect_contact_info
1030,started_navigator
1030,viewed_quotes
1031,application_submit
1031,collect_contact_info
1031,phone_connect
1031,started_navigator
1031,viewed_quotes
1032,started_navigator
1033,started_navigator
1034,collect_contact_info
1034,started_navigator
1034,viewed_quotes
1035,collect_contact_info
1035,started_navigator
1036,started_navigator
1037,collect_contact_info
1037,started_navigator
1038,collect_contact_info
1038,started_navigator
1039,started_navigator
1040,application_submit
1040,collect_contact_info
1040,started_navigator
1040,viewed_quotes
1041,application_submit
1041,collect_contact_info
1041,started_navigator
1041,viewed_quotes
1042,application_submit
1042,collect_contact_info
1042,started_navigator
1042,viewed_quotes
1043,started_navigator
1044,collect_contact_info
1044,started_navigator
1045,started_navigator
1046,application_submit
1046,collect_contact_info
1046,phone_connect
1046,sign_and_exam
1046,started_navigator
1046,viewed_quotes
1047,application_submit
1047,collect_contact_info
1047,phone_connect
1047,sign_and_exam
1047,started_navigator
1047,viewed_quotes
1048,application_submit
1048,collect_contact_info
1048,started_navigator
1048,viewed_quotes
1049,started_navigator
1050,application_submit
1050,collect_contact_info
1050,phone_connect
1050,sign_and_exam
1050,started_navigator
1050,viewed_quotes
1051,application_submit
1051,collect_contact_info
1051,phone_connect
1051,sign_and_exam
1051,started_navigator
1051,viewed_quotes
1052,collect_contact_info
1052,started_navigator
1052,viewed_quotes
1053,collect_contact_info
1053,started_navigator
1054,collect_contact_info
1054,started_navigator
1055,collect_contact_info
1055,started_navigator
1056,application_submit
1056,collect_contact_info
1056,phone_connect
1056,sign_and_exam
1056,started_navigator
1056,viewed_quotes
1057,application_submit
1057,collect_contact_info
1057,started_navigator
1057,viewed_quotes
1058,application_submit
1058,collect_contact_info
1058,started_navigator
1058,viewed_quotes
1059,collect_contact_info
1059,started_navigator
1059,viewed_quotes
1060,collect_contact_info
1060,started_navigator
1060,viewed_quotes
1061,started_navigator
1062,collect_contact_info
1062,started_navigator
1063,collect_contact_info
1063,started_navigator
1063,viewed_quotes
1064,application_submit
1064,collect_contact_info
1064,phone_connect
1064,sign_and_exam
1064,started_navigator
1064,viewed_quotes
1065,started_navigator
1066,application_submit
1066,collect_contact_info
1066,phone_connect
1066,started_navigator
1066,viewed_quotes
1067,collect_contact_info
1067,started_navigator
1068,started_navigator
1069,started_navigator
1070,started_navigator
1071,application_submit
1071,collect_contact_info
1071,phone_connect
1071,started_navigator
1071,viewed_quotes
1072,collect_contact_info
1072,started_navigator
1073,collect_contact_info
1073,started_navigator
1074,application_submit
1074,collect_contact_info
1074,started_navigator
1074,viewed_quotes
1075,collect_contact_info
1075,started_navigator
1075,viewed_quotes
1076,started_navigator
1077,started_navigator
1078,collect_contact_info
1078,started_navigator
1079,collect_contact_info
1079,started_navigator
1079,viewed_quotes
1080,application_submit
1080,collect_contact_info
1080,started_navigator
1080,viewed_quotes
1081,collect_contact_info
1081,started_navigator
1082,started_navigator
1083,collect_contact_info
1083,started_navigator
1084,application_submit
1084,collect_contact_info
1084,phone_connect
1084,started_navigator
1084,viewed_quotes
1085,started_navigator
1086,collect_contact_info
1086,started_navigator
1087,started_navigator
1088,collect_contact_info
1088,started_navigator
1089,application_submit
1089,collect_contact_info
1089,phone_connect
1089,started_navigator
1089,viewed_quotes
1090,collect_contact_info
1090,started_navigator
1090,viewed_quotes
1091,application_submit
1091,collect_contact_info
1091,phone_connect
1091,started_navigator
1091,viewed_quotes
1092,application_submit
1092,collect_contact_info
1092,phone_connect
1092,started_navigator
1092,viewed_quotes
1093,started_navigator
1094,started_navigator
1095,application_submit
1095,collect_contact_info
1095,phone_connect
1095,sign_and_exam
1095,started_navigator
1095,viewed_quotes
1096,started_navigator
1097,application_submit
1097,collect_contact_info
1097,phone_connect
1097,sign_and_exam
1097,started_navigator
1097,viewed_quotes
1098,started_navigator
1099,application_submit
1099,collect_contact_info
1099,phone_connect
1099,started_navigator
1099,viewed_quotes
1100,started_navigator
1101,application_submit
1101,collect_contact_info
1101,started_navigator
1101,viewed_quotes
1102,started_navigator
1103,collect_contact_info
1103,started_navigator
1104,application_submit
1104,collect_contact_info
1104,phone_connect
1104,started_navigator
1104,viewed_quotes
1105,collect_contact_info
1105,started_navigator
1106,collect_contact_info
1106,started_navigator
1107,collect_contact_info
1107,started_navigator
1108,started_navigator
1109,collect_contact_info
1109,started_navigator
1109,viewed_quotes
1110,started_navigator
1111,application_submit
1111,collect_contact_info
1111,phone_connect
1111,started_navigator
1111,viewed_quotes
1112,collect_contact_info
1112,started_navigator
1112,viewed_quotes
1113,application_submit
1113,collect_contact_info
1113,started_navigator
1113,viewed_quotes
1114,application_submit
1114,collect_contact_info
1114,started_navigator
1114,viewed_quotes
1115,collect_contact_info
1115,started_navigator
1116,application_submit
1116,collect_contact_info
1116,phone_connect
1116,sign_and_exam
1116,started_navigator
1116,viewed_quotes
1117,collect_contact_info
1117,started_navigator
1118,application_submit
1118,collect_contact_info
1118,phone_connect
1118,sign_and_exam
1118,started_navigator
1118,viewed_quotes
1119,application_submit
1119,collect_contact_info
1119,started_navigator
1119,viewed_quotes
1120,started_navigator
1121,application_submit
1121,collect_contact_info
1121,started_navigator
1121,viewed_quotes
1122,collect_contact_info
1122,started_navigator
1122,viewed_quotes
1123,collect_contact_info
1123,started_navigator
1123,viewed_quotes
1124,started_navigator
1125,collect_contact_info
1125,started_navigator
1125,viewed_quotes
1126,application_submit
1126,collect_contact_info
1126,phone_connect
1126,started_navigator
1126,viewed_quotes
1127,collect_contact_info
1127,started_navigator
1128,application_submit
1128,collect_contact_info
1128,started_navigator
1128,viewed_quotes
1129,collect_contact_info
1129,started_navigator
1129,viewed_quotes
1130,collect_contact_info
1130,started_navigator
1130,viewed_quotes
1131,application_submit
1131,collect_contact_info
1131,phone_connect
1131,started_navigator
1131,viewed_quotes
1132,started_navigator
1133,started_navigator
1134,collect_contact_info
1134,started_navigator
1135,collect_contact_info
1135,started_navigator
1136,collect_contact_info
1136,started_navigator
1137,application_submit
1137,collect_contact_info
1137,phone_connect
1137,started_navigator
1137,viewed_quotes
1138,application_submit
1138,collect_contact_info
1138,phone_connect
1138,sign_and_exam
1138,started_navigator
1138,viewed_quotes
1139,collect_contact_info
1139,started_navigator
1139,viewed_quotes
1140,application_submit
1140,collect_contact_info
1140,started_navigator
1140,viewed_quotes
1141,collect_contact_info
1141,started_navigator
1142,started_navigator
1143,collect_contact_info
1143,started_navigator
1144,started_navigator
1145,started_navigator
1146,collect_contact_info
1146,started_navigator
1147,application_submit
1147,collect_contact_info
1147,started_navigator
1147,viewed_quotes
1148,application_submit
1148,collect_contact_info
1148,started_navigator
1148,viewed_quotes
1149,collect_contact_info
1149,started_navigator
1149,viewed_quotes
1150,collect_contact_info
1150,started_navigator
1151,application_submit
1151,collect_contact_info
1151,started_navigator
1151,viewed_quotes
1152,collect_contact_info
1152,started_navigator
1152,viewed_quotes
1153,collect_contact_info
1153,started_navigator
1153,viewed_quotes
1154,started_navigator
1155,collect_contact_info
1155,started_navigator
1155,viewed_quotes
1156,started_navigator
1157,application_submit
1157,collect_contact_info
1157,started_navigator
1157,viewed_quotes
1158,collect_contact_info
1158,started_navigator
1159,collect_contact_info
1159,started_navigator
1159,viewed_quotes
1160,application_submit
1160,collect_contact_info
1160,phone_connect
1160,started_navigator
1160,viewed_quotes
1161,collect_contact_info
1161,started_navigator
1162,started_navigator
1163,collect_contact_info
1163,started_navigator
1164,started_navigator
1165,application_submit
1165,collect_contact_info
1165,phone_connect
1165,sign_and_exam
1165,started_navigator
1165,viewed_quotes
1166,started_navigator
1167,collect_contact_info
1167,started_navigator
1167,viewed_quotes
1168,collect_contact_info
1168,started_navigator
1168,viewed_quotes
1169,application_submit
1169,collect_contact_info
1169,phone_connect
1169,started_navigator
1169,viewed_quotes
1170,collect_contact_info
1170,started_navigator
1171,collect_contact_info
1171,started_navigator
1172,started_navigator
1173,application_submit
1173,collect_contact_info
1173,phone_connect
1173,sign_and_exam
1173,started_navigator
1173,viewed_quotes
1174,application_submit
1174,collect_contact_info
1174,phone_connect
1174,started_navigator
1174,viewed_quotes
1175,started_navigator
1176,application_submit
1176,collect_contact_info
1176,started_navigator
1176,viewed_quotes
1177,started_navigator
1178,collect_contact_info
1178,started_navigator
1178,viewed_quotes
1179,started_navigator
1180,collect_contact_info
1180,started_navigator
1180,viewed_quotes
1181,started_navigator
1182,collect_contact_info
1182,started_navigator
1183,collect_contact_info
1183,started_navigator
1183,viewed_quotes
1184,collect_contact_info
1184,started_navigator
1184,viewed_quotes
1185,application_submit
1185,collect_contact_info
1185,started_navigator
1185,viewed_quotes
1186,application_submit
1186,collect_contact_info
1186,started_navigator
1186,viewed_quotes
1187,collect_contact_info
1187,started_navigator
1187,viewed_quotes
1188,started_navigator
1189,collect_contact_info
1189,started_navigator
1190,collect_contact_info
1190,started_navigator
1191,started_navigator
1192,collect_contact_info
1192,started_navigator
1192,viewed_quotes
1193,collect_contact_info
1193,started_navigator
1193,viewed_quotes
1194,started_navigator
1195,collect_contact_info
1195,started_navigator
1196,application_submit
1196,collect_contact_info
1196,phone_connect
1196,started_navigator
1196,viewed_quotes
1197,started_navigator
1198,application_submit
1198,collect_contact_info
1198,phone_connect
1198,started_navigator
1198,viewed_quotes
1199,collect_contact_info
1199,started_navigator
1199,viewed_quotes
1200,application_submit
1200,collect_contact_info
1200,phone_connect
1200,started_navigator
1200,viewed_quotes
1201,collect_contact_info
1201,started_navigator
1202,application_submit
1202,collect_contact_info
1202,started_navigator
1202,viewed_quotes
1203,application_submit
1203,collect_contact_info
1203,started_navigator
1203,viewed_quotes
1204,collect_contact_info
1204,started_navigator
1204,viewed_quotes
1205,collect_contact_info
1205,started_navigator
1206,application_submit
1206,collect_contact_info
1206,started_navigator
1206,viewed_quotes
1207,collect_contact_info
1207,started_navigator
1207,viewed_quotes
1208,application_submit
1208,collect_contact_info
1208,started_navigator
1208,viewed_quotes
1209,collect_contact_info
1209,started_navigator
1210,collect_contact_info
1210,started_navigator
1211,collect_contact_info
1211,started_navigator
1212,started_navigator
1213,collect_contact_info
1213,started_navigator
1213,viewed_quotes
1214,started_navigator
1215,started_navigator
1216,collect_contact_info
1216,started_navigator
1217,collect_contact_info
1217,started_navigator
1217,viewed_quotes
1218,collect_contact_info
1218,started_navigator
1218,viewed_quotes
1219,application_submit
1219,collect_contact_info
1219,started_navigator
1219,viewed_quotes
1220,application_submit
1220,collect_contact_info
1220,started_navigator
1220,viewed_quotes
1221,collect_contact_info
1221,started_navigator
1221,viewed_quotes
1222,collect_contact_info
1222,started_navigator
1222,viewed_quotes
1223,collect_contact_info
1223,started_navigator
1224,collect_contact_info
1224,started_navigator
1225,collect_contact_info
1225,started_navigator
1226,application_submit
1226,collect_contact_info
1226,phone_connect
1226,started_navigator
1226,viewed_quotes
1227,collect_contact_info
1227,started_navigator
1227,viewed_quotes
1228,application_submit
1228,collect_contact_info
1228,started_navigator
1228,viewed_quotes
1229,started_navigator
1230,application_submit
1230,collect_contact_info
1230,phone_connect
1230,started_navigator
1230,viewed_quotes
1231,application_submit
1231,collect_contact_info
1231,phone_connect
1231,sign_and_exam
1231,started_navigator
1231,viewed_quotes
1232,collect_contact_info
1232,started_navigator
1233,application_submit
1233,collect_contact_info
1233,phone_connect
1233,sign_and_exam
1233,started_navigator
1233,viewed_quotes
1234,application_submit
1234,collect_contact_info
1234,started_navigator
1234,viewed_quotes
1235,collect_contact_info
1235,started_navigator
1235,viewed_quotes
1236,application_submit
1236,collect_contact_info
1236,phone_connect
1236,started_navigator
1236,viewed_quotes
1237,collect_contact_info
1237,started_navigator
1237,viewed_quotes
1238,collect_contact_info
1238,started_navigator
1239,application_submit
1239,collect_contact_info
1239,started_navigator
1239,viewed_quotes
1240,application_submit
1240,collect_contact_info
1240,phone_connect
1240,sign_and_exam
1240,started_navigator
1240,viewed_quotes
1241,started_navigator
1242,started_navigator
1243,started_navigator
1244,application_submit
1244,collect_contact_info
1244,phone_connect
1244,started_navigator
1244,viewed_quotes
1245,started_navigator
1246,started_navigator
1247,collect_contact_info
1247,started_navigator
1248,started_navigator
1249,application_submit
1249,collect_contact_info
1249,phone_connect
1249,sign_and_exam
1249,started_navigator
1249,viewed_quotes
1250,application_submit
1250,collect_contact_info
1250,phone_connect
1250,started_navigator
1250,viewed_quotes
1251,collect_contact_info
1251,started_navigator
1252,started_navigator
1253,application_submit
1253,collect_contact_info
1253,phone_connect
1253,started_navigator
1253,viewed_quotes
1254,started_navigator
1255,collect_contact_info
1255,started_navigator
1255,viewed_quotes
1256,collect_contact_info
1256,started_navigator
1257,application_submit
1257,collect_contact_info
1257,phone_connect
1257,started_navigator
1257,viewed_quotes
1258,application_submit
1258,collect_contact_info
1258,phone_connect
1258,sign_and_exam
1258,started_navigator
1258,viewed_quotes
1259,started_navigator
1260,collect_contact_info
1260,started_navigator
1261,collect_contact_info
1261,started_navigator
1262,collect_contact_info
1262,started_navigator
1263,started_navigator
1264,collect_contact_info
1264,started_navigator
1264,viewed_quotes
1265,collect_contact_info
1265,started_navigator
1266,collect_contact_info
1266,started_navigator
1267,application_submit
1267,collect_contact_info
1267,started_navigator
1267,viewed_quotes
1268,collect_contact_info
1268,started_navigator
1269,collect_contact_info
1269,started_navigator
1269,viewed_quotes
1270,started_navigator
1271,collect_contact_info
1271,started_navigator
1272,collect_contact_info
1272,started_navigator
1272,viewed_quotes
1273,started_navigator
1274,collect_contact_info
1274,started_navigator
1275,collect_contact_info
1275,started_navigator
1276,collect_contact_info
1276,started_navigator
1276,viewed_quotes
1277,collect_contact_info
1277,started_navigator
1278,collect_contact_info
1278,started_navigator
1278,viewed_quotes
1279,application_submit
1279,collect_contact_info
1279,started_navigator
1279,viewed_quotes
1280,started_navigator
1281,collect_contact_info
1281,started_navigator
1281,viewed_quotes
1282,collect_contact_info
1282,started_navigator
1283,started_navigator
1284,application_submit
1284,collect_contact_info
1284,started_navigator
1284,viewed_quotes
1285,application_submit
1285,collect_contact_info
1285,phone_connect
1285,sign_and_exam
1285,started_navigator
1285,viewed_quotes
1286,collect_contact_info
1286,started_navigator
1287,application_submit
1287,collect_contact_info
1287,phone_connect
1287,sign_and_exam
1287,started_navigator
1287,viewed_quotes
1288,application_submit
1288,collect_contact_info
1288,phone_connect
1288,started_navigator
1288,viewed_quotes
1289,application_submit
1289,collect_contact_info
1289,started_navigator
1289,viewed_quotes
1290,collect_contact_info
1290,started_navigator
1291,collect_contact_info
1291,started_navigator
1292,started_navigator
1293,application_submit
1293,collect_contact_info
1293,phone_connect
1293,started_navigator
1293,viewed_quotes
1294,application_submit
1294,collect_contact_info
1294,phone_connect
1294,started_navigator
1294,viewed_quotes
1295,application_submit
1295,collect_contact_info
1295,phone_connect
1295,sign_and_exam
1295,started_navigator
1295,viewed_quotes
1296,collect_contact_info
1296,started_navigator
1297,started_navigator
1298,collect_contact_info
1298,started_navigator
1299,started_navigator
1300,application_submit
1300,collect_contact_info
1300,started_navigator
1300,viewed_quotes
1301,started_navigator
1302,application_submit
1302,collect_contact_info
1302,started_navigator
1302,viewed_quotes
1303,collect_contact_info
1303,started_navigator
1304,application_submit
1304,collect_contact_info
1304,phone_connect
1304,started_navigator
1304,viewed_quotes
1305,application_submit
1305,collect_contact_info
1305,started_navigator
1305,viewed_quotes
1306,started_navigator
1307,application_submit
1307,collect_contact_info
1307,started_navigator
1307,viewed_quotes
1308,collect_contact_info
1308,started_navigator
1308,viewed_quotes
1309,application_submit
1309,collect_contact_info
1309,phone_connect
1309,started_navigator
1309,viewed_quotes
1310,collect_contact_info
1310,started_navigator
1310,viewed_quotes
1311,collect_contact_info
1311,started_navigator
1311,viewed_quotes
1312,collect_contact_info
1312,started_navigator
1312,viewed_quotes
1313,application_submit
1313,collect_contact_info
1313,started_navigator
1313,viewed_quotes
1314,collect_contact_info
1314,started_navigator
1315,application_submit
1315,collect_contact_info
1315,started_navigator
1315,viewed_quotes
1316,application_submit
1316,collect_contact_info
1316,phone_connect
1316,sign_and_exam
1316,started_navigator
1316,viewed_quotes
1317,collect_contact_info
1317,started_navigator
1317,viewed_quotes
1318,collect_contact_info
1318,started_navigator
1319,application_submit
1319,collect_contact_info
1319,phone_connect
1319,started_navigator
1319,viewed_quotes
1320,collect_contact_info
1320,started_navigator
1320,viewed_quotes
1321,collect_contact_info
1321,started_navigator
1322,collect_contact_info
1322,started_navigator
1323,application_submit
1323,collect_contact_info
1323,started_navigator
1323,viewed_quotes
1324,started_navigator
1325,collect_contact_info
1325,started_navigator
1325,viewed_quotes
1326,collect_contact_info
1326,started_navigator
1327,started_navigator
1328,collect_contact_info
1328,started_navigator
1328,viewed_quotes
1329,collect_contact_info
1329,started_navigator
1330,collect_contact_info
1330,started_navigator
1330,viewed_quotes
1331,application_submit
1331,collect_contact_info
1331,started_navigator
1331,viewed_quotes
1332,started_navigator
1333,application_submit
1333,collect_contact_info
1333,phone_connect
1333,started_navigator
1333,viewed_quotes
1334,started_navigator
1335,application_submit
1335,collect_contact_info
1335,phone_connect
1335,started_navigator
1335,viewed_quotes
1336,collect_contact_info
1336,started_navigator
1336,viewed_quotes
1337,application_submit
1337,collect_contact_info
1337,started_navigator
1337,viewed_quotes
1338,collect_contact_info
1338,started_navigator
1338,viewed_quotes
1339,started_navigator
1340,application_submit
1340,collect_contact_info
1340,phone_connect
1340,started_navigator
1340,viewed_quotes
1341,application_submit
1341,collect_contact_info
1341,phone_connect
1341,started_navigator
1341,viewed_quotes
1342,started_navigator
1343,collect_contact_info
1343,started_navigator
1343,viewed_quotes
1344,collect_contact_info
1344,started_navigator
1344,viewed_quotes
1345,application_submit
1345,collect_contact_info
1345,phone_connect
1345,started_navigator
1345,viewed_quotes
1346,started_navigator
1347,application_submit
1347,collect_contact_info
1347,phone_connect
